time,epochTime,throughput(kbyts/sec),numofrequests(hits/sec),peaks
01/May/1998:18:18:12,894039492,137.167,14,
01/May/1998:18:18:13,894039493,76.42,16,
01/May/1998:18:18:14,894039494,69.185,16,
01/May/1998:18:18:15,894039495,66.346,15,
01/May/1998:18:18:16,894039496,75.166,19,
01/May/1998:18:18:17,894039497,73.93,18,
01/May/1998:18:18:18,894039498,166.403,15,
01/May/1998:18:18:19,894039499,117.735,26,
01/May/1998:18:18:20,894039500,104.438,30,
01/May/1998:18:18:21,894039501,34.516,18,
01/May/1998:18:18:22,894039502,241.699,31,
01/May/1998:18:18:23,894039503,1424.766,22,
01/May/1998:18:18:24,894039504,27.696,22,
01/May/1998:18:18:25,894039505,159.817,22,
01/May/1998:18:18:26,894039506,56.63,31,
01/May/1998:18:18:27,894039507,122.075,33,
01/May/1998:18:18:28,894039508,1403.722,27,
01/May/1998:18:18:29,894039509,51.45,36,
01/May/1998:18:18:30,894039510,123.024,34,
01/May/1998:18:18:31,894039511,25.963,21,
01/May/1998:18:18:32,894039512,71.805,25,
01/May/1998:18:18:33,894039513,104.926,30,
01/May/1998:18:18:34,894039514,62.975,21,
01/May/1998:18:18:35,894039515,66.485,31,
01/May/1998:18:18:36,894039516,131.96,27,
01/May/1998:18:18:37,894039517,1362.58,25,
01/May/1998:18:18:38,894039518,163.214,29,
01/May/1998:18:18:39,894039519,145.395,48,
01/May/1998:18:18:40,894039520,35.743,15,
01/May/1998:18:18:41,894039521,116.063,15,
01/May/1998:18:18:42,894039522,97.742,14,
01/May/1998:18:18:43,894039523,100.109,21,
01/May/1998:18:18:44,894039524,1328.133,19,
01/May/1998:18:18:45,894039525,12.628,13,
01/May/1998:18:18:46,894039526,84.243,29,
01/May/1998:18:18:47,894039527,111.135,25,
01/May/1998:18:18:48,894039528,104.123,21,
01/May/1998:18:18:49,894039529,79.45,31,
01/May/1998:18:18:50,894039530,48.551,18,
01/May/1998:18:18:51,894039531,1380.428,21,
01/May/1998:18:18:52,894039532,51.715,20,
01/May/1998:18:18:53,894039533,126.799,19,
01/May/1998:18:18:54,894039534,152.811,31,
01/May/1998:18:18:55,894039535,49.943,17,
01/May/1998:18:18:56,894039536,97.263,24,
01/May/1998:18:18:57,894039537,27.847,10,
01/May/1998:18:18:58,894039538,126.696,19,
01/May/1998:18:18:59,894039539,74.381,16,
01/May/1998:18:19:00,894039540,27.396,12,
01/May/1998:18:19:01,894039541,88.448,22,
01/May/1998:18:19:02,894039542,74.316,20,
01/May/1998:18:19:03,894039543,16.308,10,
01/May/1998:18:19:04,894039544,288.564,34,
01/May/1998:18:19:05,894039545,90.802,31,
01/May/1998:18:19:06,894039546,169.702,30,
01/May/1998:18:19:07,894039547,72.482,31,
01/May/1998:18:19:08,894039548,69.572,25,
01/May/1998:18:19:09,894039549,55.67,13,
01/May/1998:18:19:10,894039550,24.483,11,
01/May/1998:18:19:11,894039551,92.075,24,
01/May/1998:18:19:12,894039552,53.981,17,
01/May/1998:18:19:13,894039553,148.924,32,
01/May/1998:18:19:14,894039554,70.692,31,
01/May/1998:18:19:15,894039555,116.439,27,
01/May/1998:18:19:16,894039556,29.123,19,
01/May/1998:18:19:17,894039557,114.748,28,
01/May/1998:18:19:18,894039558,47.448,24,
01/May/1998:18:19:19,894039559,36.497,12,
01/May/1998:18:19:20,894039560,50.54,18,
01/May/1998:18:19:21,894039561,69.133,23,
01/May/1998:18:19:22,894039562,106.588,21,
01/May/1998:18:19:23,894039563,195.989,31,
01/May/1998:18:19:24,894039564,61.627,17,
01/May/1998:18:19:25,894039565,3517.626,30,3517.626
01/May/1998:18:19:26,894039566,1308.055,20,
01/May/1998:18:19:27,894039567,73.33,22,
01/May/1998:18:19:28,894039568,40.634,20,
01/May/1998:18:19:29,894039569,95.362,29,
01/May/1998:18:19:30,894039570,66.403,20,
01/May/1998:18:19:31,894039571,113.587,29,
01/May/1998:18:19:32,894039572,85.237,32,
01/May/1998:18:19:33,894039573,128.679,22,
01/May/1998:18:19:34,894039574,83.341,30,
01/May/1998:18:19:35,894039575,54.762,32,
01/May/1998:18:19:36,894039576,142.436,25,
01/May/1998:18:19:37,894039577,50.178,24,
01/May/1998:18:19:38,894039578,179.623,35,
01/May/1998:18:19:39,894039579,24.254,22,
01/May/1998:18:19:40,894039580,171.757,34,
01/May/1998:18:19:41,894039581,77.966,29,
01/May/1998:18:19:42,894039582,62.498,27,
01/May/1998:18:19:43,894039583,1519.286,34,
01/May/1998:18:19:44,894039584,193.706,33,
01/May/1998:18:19:45,894039585,4731.662,24,4731.662
01/May/1998:18:19:46,894039586,45.833,25,
01/May/1998:18:19:47,894039587,97.99,32,
01/May/1998:18:19:48,894039588,102.285,19,
01/May/1998:18:19:49,894039589,43.315,25,
01/May/1998:18:19:50,894039590,56.682,21,
01/May/1998:18:19:51,894039591,24.08,14,
01/May/1998:18:19:52,894039592,99.55,27,
01/May/1998:18:19:53,894039593,126.066,20,
01/May/1998:18:19:54,894039594,217.427,32,
01/May/1998:18:19:55,894039595,49.91,24,
01/May/1998:18:19:56,894039596,175.222,28,
01/May/1998:18:19:57,894039597,112.749,27,
01/May/1998:18:19:58,894039598,160.187,29,
01/May/1998:18:19:59,894039599,97.305,29,
01/May/1998:18:20:00,894039600,33.478,17,
01/May/1998:18:20:01,894039601,35.828,22,
01/May/1998:18:20:02,894039602,171.513,26,
01/May/1998:18:20:03,894039603,60.326,22,
01/May/1998:18:20:04,894039604,20.888,17,
01/May/1998:18:20:05,894039605,13.461,20,
01/May/1998:18:20:06,894039606,57.232,25,
01/May/1998:18:20:07,894039607,93.012,32,
01/May/1998:18:20:08,894039608,150.919,34,
01/May/1998:18:20:09,894039609,22.482,15,
01/May/1998:18:20:10,894039610,23.683,22,
01/May/1998:18:20:11,894039611,127.247,20,
01/May/1998:18:20:12,894039612,56.91,24,
01/May/1998:18:20:13,894039613,150.909,32,
01/May/1998:18:20:14,894039614,1465.934,27,
01/May/1998:18:20:15,894039615,115.923,31,
01/May/1998:18:20:16,894039616,154.538,31,
01/May/1998:18:20:17,894039617,70.911,41,
01/May/1998:18:20:18,894039618,84.349,27,
01/May/1998:18:20:19,894039619,102.207,24,
01/May/1998:18:20:20,894039620,153.454,20,
01/May/1998:18:20:21,894039621,124.329,20,
01/May/1998:18:20:22,894039622,93.623,21,
01/May/1998:18:20:23,894039623,59.337,25,
01/May/1998:18:20:24,894039624,70.984,18,
01/May/1998:18:20:25,894039625,36.355,22,
01/May/1998:18:20:26,894039626,245.645,28,
01/May/1998:18:20:27,894039627,1512.273,31,
01/May/1998:18:20:28,894039628,112.724,27,
01/May/1998:18:20:29,894039629,172.3,28,
01/May/1998:18:20:30,894039630,141.634,15,
01/May/1998:18:20:31,894039631,51.453,13,
01/May/1998:18:20:32,894039632,102.696,24,
01/May/1998:18:20:33,894039633,1449.267,9,
01/May/1998:18:20:34,894039634,49.076,27,
01/May/1998:18:20:35,894039635,123.482,27,
01/May/1998:18:20:36,894039636,88.161,28,
01/May/1998:18:20:37,894039637,142.646,28,
01/May/1998:18:20:38,894039638,65.904,26,
01/May/1998:18:20:39,894039639,217.625,33,
01/May/1998:18:20:40,894039640,97.062,23,
01/May/1998:18:20:41,894039641,84.185,29,
01/May/1998:18:20:42,894039642,125.345,31,
01/May/1998:18:20:43,894039643,1472.107,35,
01/May/1998:18:20:44,894039644,93.055,26,
01/May/1998:18:20:45,894039645,148.673,27,
01/May/1998:18:20:46,894039646,69.294,20,
01/May/1998:18:20:47,894039647,52.198,22,
01/May/1998:18:20:48,894039648,116.469,29,
01/May/1998:18:20:49,894039649,91.338,23,
01/May/1998:18:20:50,894039650,76.428,26,
01/May/1998:18:20:51,894039651,45.127,18,
01/May/1998:18:20:52,894039652,42.846,24,
01/May/1998:18:20:53,894039653,38.992,20,
01/May/1998:18:20:54,894039654,126.963,22,
01/May/1998:18:20:55,894039655,144.621,12,
01/May/1998:18:20:56,894039656,126.792,23,
01/May/1998:18:20:57,894039657,1287.078,9,
01/May/1998:18:20:58,894039658,54.227,19,
01/May/1998:18:20:59,894039659,90.827,15,
01/May/1998:18:21:00,894039660,53.792,17,
01/May/1998:18:21:01,894039661,111.221,28,
01/May/1998:18:21:02,894039662,117.903,19,
01/May/1998:18:21:03,894039663,57.003,28,
01/May/1998:18:21:04,894039664,132.953,30,
01/May/1998:18:21:05,894039665,55.214,22,
01/May/1998:18:21:06,894039666,100.362,14,
01/May/1998:18:21:07,894039667,38.861,21,
01/May/1998:18:21:08,894039668,38.519,22,
01/May/1998:18:21:09,894039669,201.477,29,
01/May/1998:18:21:10,894039670,64.946,22,
01/May/1998:18:21:11,894039671,106.526,23,
01/May/1998:18:21:12,894039672,104.529,20,
01/May/1998:18:21:13,894039673,52.507,23,
01/May/1998:18:21:14,894039674,14.173,16,
01/May/1998:18:21:15,894039675,10.805,10,
01/May/1998:18:21:16,894039676,138.64,22,
01/May/1998:18:21:17,894039677,19.712,8,
01/May/1998:18:21:18,894039678,74.169,12,
01/May/1998:18:21:19,894039679,43.822,13,
01/May/1998:18:21:20,894039680,111.386,23,
01/May/1998:18:21:21,894039681,103.985,14,
01/May/1998:18:21:22,894039682,171.953,28,
01/May/1998:18:21:23,894039683,32.311,15,
01/May/1998:18:21:24,894039684,31.818,8,
01/May/1998:18:21:25,894039685,70.859,20,
01/May/1998:18:21:26,894039686,36.876,15,
01/May/1998:18:21:27,894039687,38.93,17,
01/May/1998:18:21:28,894039688,33.296,15,
01/May/1998:18:21:29,894039689,47.363,28,
01/May/1998:18:21:30,894039690,103.365,30,
01/May/1998:18:21:31,894039691,1530.684,30,
01/May/1998:18:21:32,894039692,99.591,33,
01/May/1998:18:21:33,894039693,63.197,18,
01/May/1998:18:21:34,894039694,102.323,28,
01/May/1998:18:21:35,894039695,73.144,31,
01/May/1998:18:21:36,894039696,149.304,34,
01/May/1998:18:21:37,894039697,4216.441,22,4216.441
01/May/1998:18:21:38,894039698,10.98,16,
01/May/1998:18:21:39,894039699,39.534,15,
01/May/1998:18:21:40,894039700,100.319,21,
01/May/1998:18:21:41,894039701,80.415,24,
01/May/1998:18:21:42,894039702,2130.937,21,
01/May/1998:18:21:43,894039703,109.882,20,
01/May/1998:18:21:44,894039704,142.577,27,
01/May/1998:18:21:45,894039705,27.729,18,
01/May/1998:18:21:46,894039706,54.408,39,
01/May/1998:18:21:47,894039707,146.449,27,
01/May/1998:18:21:48,894039708,27.802,16,
01/May/1998:18:21:49,894039709,218.921,24,
01/May/1998:18:21:50,894039710,128.025,25,
01/May/1998:18:21:51,894039711,62.884,22,
01/May/1998:18:21:52,894039712,162.097,41,
01/May/1998:18:21:53,894039713,76.711,13,
01/May/1998:18:21:54,894039714,19.162,21,
01/May/1998:18:21:55,894039715,56.064,17,
01/May/1998:18:21:56,894039716,22.745,29,
01/May/1998:18:21:57,894039717,103.241,27,
01/May/1998:18:21:58,894039718,15.473,19,
01/May/1998:18:21:59,894039719,2069.571,18,
01/May/1998:18:22:00,894039720,41.843,10,
01/May/1998:18:22:01,894039721,40.531,16,
01/May/1998:18:22:02,894039722,29.761,10,
01/May/1998:18:22:03,894039723,51.897,18,
01/May/1998:18:22:04,894039724,33.753,18,
01/May/1998:18:22:05,894039725,8.446,14,
01/May/1998:18:22:06,894039726,57.505,20,
01/May/1998:18:22:07,894039727,139.33,21,
01/May/1998:18:22:08,894039728,51.281,26,
01/May/1998:18:22:09,894039729,89.003,16,
01/May/1998:18:22:10,894039730,120.26,28,
01/May/1998:18:22:11,894039731,93.996,15,
01/May/1998:18:22:12,894039732,28.564,23,
01/May/1998:18:22:13,894039733,13.987,15,
01/May/1998:18:22:14,894039734,23.602,14,
01/May/1998:18:22:15,894039735,98.482,27,
01/May/1998:18:22:16,894039736,127.32,34,
01/May/1998:18:22:17,894039737,190.866,30,
01/May/1998:18:22:18,894039738,2153.574,15,
01/May/1998:18:22:19,894039739,1344.51,16,
01/May/1998:18:22:20,894039740,130.75,35,
01/May/1998:18:22:21,894039741,104.02,28,
01/May/1998:18:22:22,894039742,30.886,19,
01/May/1998:18:22:23,894039743,47.822,20,
01/May/1998:18:22:24,894039744,93.44,14,
01/May/1998:18:22:25,894039745,127.4,20,
01/May/1998:18:22:26,894039746,157.241,21,
01/May/1998:18:22:27,894039747,57.459,9,
01/May/1998:18:22:28,894039748,74.404,35,
01/May/1998:18:22:29,894039749,1554.858,30,
01/May/1998:18:22:30,894039750,58.361,15,
01/May/1998:18:22:31,894039751,96.916,10,
01/May/1998:18:22:32,894039752,52.778,17,
01/May/1998:18:22:33,894039753,12.668,9,
01/May/1998:18:22:34,894039754,51.665,21,
01/May/1998:18:22:35,894039755,181.26,22,
01/May/1998:18:22:36,894039756,110.64,17,
01/May/1998:18:22:37,894039757,207.208,22,
01/May/1998:18:22:38,894039758,77.233,25,
01/May/1998:18:22:39,894039759,66.571,26,
01/May/1998:18:22:40,894039760,1277.931,11,
01/May/1998:18:22:41,894039761,134.102,23,
01/May/1998:18:22:42,894039762,55.281,24,
01/May/1998:18:22:43,894039763,38.178,25,
01/May/1998:18:22:44,894039764,46.711,21,
01/May/1998:18:22:45,894039765,42.736,18,
01/May/1998:18:22:46,894039766,96.407,17,
01/May/1998:18:22:47,894039767,53.093,26,
01/May/1998:18:22:48,894039768,73.072,13,
01/May/1998:18:22:49,894039769,104.606,21,
01/May/1998:18:22:50,894039770,160.07,24,
01/May/1998:18:22:51,894039771,46.331,16,
01/May/1998:18:22:52,894039772,49.04,18,
01/May/1998:18:22:53,894039773,105.474,18,
01/May/1998:18:22:54,894039774,180.285,17,
01/May/1998:18:22:55,894039775,41.484,19,
01/May/1998:18:22:56,894039776,22.214,12,
01/May/1998:18:22:57,894039777,34.423,20,
01/May/1998:18:22:58,894039778,52.089,18,
01/May/1998:18:22:59,894039779,238.055,30,
01/May/1998:18:23:00,894039780,56.102,24,
01/May/1998:18:23:01,894039781,147.129,29,
01/May/1998:18:23:02,894039782,45.185,25,
01/May/1998:18:23:03,894039783,48.2,18,
01/May/1998:18:23:04,894039784,57.406,12,
01/May/1998:18:23:05,894039785,23.996,9,
01/May/1998:18:23:06,894039786,152.688,22,
01/May/1998:18:23:07,894039787,73.091,14,
01/May/1998:18:23:08,894039788,25.005,12,
01/May/1998:18:23:09,894039789,87.059,13,
01/May/1998:18:23:10,894039790,112.824,22,
01/May/1998:18:23:11,894039791,51.213,17,
01/May/1998:18:23:12,894039792,59.101,15,
01/May/1998:18:23:13,894039793,18.968,15,
01/May/1998:18:23:14,894039794,93.24,19,
01/May/1998:18:23:15,894039795,84.782,17,
01/May/1998:18:23:16,894039796,2037.664,18,
01/May/1998:18:23:17,894039797,102.496,28,
01/May/1998:18:23:18,894039798,37.468,29,
01/May/1998:18:23:19,894039799,2083.924,28,
01/May/1998:18:23:20,894039800,131.204,25,
01/May/1998:18:23:21,894039801,97.428,21,
01/May/1998:18:23:22,894039802,44.472,21,
01/May/1998:18:23:23,894039803,34.453,18,
01/May/1998:18:23:24,894039804,65.327,26,
01/May/1998:18:23:25,894039805,37.153,23,
01/May/1998:18:23:26,894039806,65.811,32,
01/May/1998:18:23:27,894039807,55.959,20,
01/May/1998:18:23:28,894039808,41.29,23,
01/May/1998:18:23:29,894039809,8.709,12,
01/May/1998:18:23:30,894039810,32.278,17,
01/May/1998:18:23:31,894039811,32.025,12,
01/May/1998:18:23:32,894039812,38.615,21,
01/May/1998:18:23:33,894039813,70.735,13,
01/May/1998:18:23:34,894039814,32.827,12,
01/May/1998:18:23:35,894039815,2040.075,13,
01/May/1998:18:23:36,894039816,49.571,18,
01/May/1998:18:23:37,894039817,81.006,25,
01/May/1998:18:23:38,894039818,53.31,17,
01/May/1998:18:23:39,894039819,43.719,24,
01/May/1998:18:23:40,894039820,45.019,28,
01/May/1998:18:23:41,894039821,92.471,24,
01/May/1998:18:23:42,894039822,103.56,26,
01/May/1998:18:23:43,894039823,59.404,22,
01/May/1998:18:23:44,894039824,111.621,36,
01/May/1998:18:23:45,894039825,125.821,24,
01/May/1998:18:23:46,894039826,79.407,24,
01/May/1998:18:23:47,894039827,23.189,21,
01/May/1998:18:23:48,894039828,99.522,33,
01/May/1998:18:23:49,894039829,138.705,25,
01/May/1998:18:23:50,894039830,33.303,19,
01/May/1998:18:23:51,894039831,45.773,24,
01/May/1998:18:23:52,894039832,79.785,13,
01/May/1998:18:23:53,894039833,69.136,20,
01/May/1998:18:23:54,894039834,42.649,17,
01/May/1998:18:23:55,894039835,27.297,17,
01/May/1998:18:23:56,894039836,43.69,14,
01/May/1998:18:23:57,894039837,1327.256,19,
01/May/1998:18:23:58,894039838,31.747,24,
01/May/1998:18:23:59,894039839,43.845,25,
01/May/1998:18:24:00,894039840,1669.095,39,
01/May/1998:18:24:01,894039841,42.005,32,
01/May/1998:18:24:02,894039842,45.179,29,
01/May/1998:18:24:03,894039843,173.09,27,
01/May/1998:18:24:04,894039844,47.901,23,
01/May/1998:18:24:05,894039845,77.587,21,
01/May/1998:18:24:06,894039846,18.631,18,
01/May/1998:18:24:07,894039847,75.986,23,
01/May/1998:18:24:08,894039848,136.009,29,
01/May/1998:18:24:09,894039849,58.789,17,
01/May/1998:18:24:10,894039850,22.274,29,
01/May/1998:18:24:11,894039851,22.591,17,
01/May/1998:18:24:12,894039852,26.791,20,
01/May/1998:18:24:13,894039853,139.594,30,
01/May/1998:18:24:14,894039854,73.685,12,
01/May/1998:18:24:15,894039855,1399.934,23,
01/May/1998:18:24:16,894039856,58.677,27,
01/May/1998:18:24:17,894039857,97.236,23,
01/May/1998:18:24:18,894039858,39.694,18,
01/May/1998:18:24:19,894039859,24.918,19,
01/May/1998:18:24:20,894039860,53.293,21,
01/May/1998:18:24:21,894039861,54.994,17,
01/May/1998:18:24:22,894039862,143.765,22,
01/May/1998:18:24:23,894039863,52.557,15,
01/May/1998:18:24:24,894039864,1379.931,28,
01/May/1998:18:24:25,894039865,53.409,15,
01/May/1998:18:24:26,894039866,8.508,19,
01/May/1998:18:24:27,894039867,82.76,12,
01/May/1998:18:24:28,894039868,72.87,13,
01/May/1998:18:24:29,894039869,109.797,18,
01/May/1998:18:24:30,894039870,20.769,9,
01/May/1998:18:24:31,894039871,109.115,19,
01/May/1998:18:24:32,894039872,21.72,18,
01/May/1998:18:24:33,894039873,104.147,15,
01/May/1998:18:24:34,894039874,18.101,10,
01/May/1998:18:24:35,894039875,1470.519,13,
01/May/1998:18:24:36,894039876,55.087,18,
01/May/1998:18:24:37,894039877,48.24,14,
01/May/1998:18:24:38,894039878,53.853,18,
01/May/1998:18:24:39,894039879,42.319,22,
01/May/1998:18:24:40,894039880,72.622,22,
01/May/1998:18:24:41,894039881,59.472,14,
01/May/1998:18:24:42,894039882,120.281,22,
01/May/1998:18:24:43,894039883,116.861,17,
01/May/1998:18:24:44,894039884,35.654,23,
01/May/1998:18:24:45,894039885,122.489,29,
01/May/1998:18:24:46,894039886,135.443,26,
01/May/1998:18:24:47,894039887,53.876,20,
01/May/1998:18:24:48,894039888,111.127,24,
01/May/1998:18:24:49,894039889,55.851,40,
01/May/1998:18:24:50,894039890,77.648,33,
01/May/1998:18:24:51,894039891,146.546,41,
01/May/1998:18:24:52,894039892,36.198,23,
01/May/1998:18:24:53,894039893,120.679,27,
01/May/1998:18:24:54,894039894,89.736,20,
01/May/1998:18:24:55,894039895,165.465,28,
01/May/1998:18:24:56,894039896,85.465,30,
01/May/1998:18:24:57,894039897,44.345,26,
01/May/1998:18:24:58,894039898,245.484,32,
01/May/1998:18:24:59,894039899,55.254,14,
01/May/1998:18:25:00,894039900,43.002,16,
01/May/1998:18:25:01,894039901,64.018,24,
01/May/1998:18:25:02,894039902,61.275,19,
01/May/1998:18:25:03,894039903,111.207,21,
01/May/1998:18:25:04,894039904,28.132,24,
01/May/1998:18:25:05,894039905,125.247,32,
01/May/1998:18:25:06,894039906,68.786,30,
01/May/1998:18:25:07,894039907,50.266,26,
01/May/1998:18:25:08,894039908,30.957,18,
01/May/1998:18:25:09,894039909,110.548,30,
01/May/1998:18:25:10,894039910,30.622,20,
01/May/1998:18:25:11,894039911,2027.284,9,
01/May/1998:18:25:12,894039912,57.225,9,
01/May/1998:18:25:13,894039913,47.984,22,
01/May/1998:18:25:14,894039914,74.547,22,
01/May/1998:18:25:15,894039915,9.063,11,
01/May/1998:18:25:16,894039916,13.522,16,
01/May/1998:18:25:17,894039917,35.997,19,
01/May/1998:18:25:18,894039918,2056.553,26,
01/May/1998:18:25:19,894039919,147.997,20,
01/May/1998:18:25:20,894039920,109.519,22,
01/May/1998:18:25:21,894039921,79.611,27,
01/May/1998:18:25:22,894039922,22.262,14,
01/May/1998:18:25:23,894039923,43.229,18,
01/May/1998:18:25:24,894039924,81.646,30,
01/May/1998:18:25:25,894039925,56.618,16,
01/May/1998:18:25:26,894039926,69.399,25,
01/May/1998:18:25:27,894039927,13.93,19,
01/May/1998:18:25:28,894039928,72.712,22,
01/May/1998:18:25:29,894039929,13.053,7,
01/May/1998:18:25:30,894039930,59.448,27,
01/May/1998:18:25:31,894039931,49.232,15,
01/May/1998:18:25:32,894039932,92.55,22,
01/May/1998:18:25:33,894039933,18.953,19,
01/May/1998:18:25:34,894039934,2152.272,20,
01/May/1998:18:25:35,894039935,86.187,16,
01/May/1998:18:25:36,894039936,41.898,24,
01/May/1998:18:25:37,894039937,73.699,26,
01/May/1998:18:25:38,894039938,125.857,21,
01/May/1998:18:25:39,894039939,95.477,33,
01/May/1998:18:25:40,894039940,71.544,25,
01/May/1998:18:25:41,894039941,1550.315,23,
01/May/1998:18:25:42,894039942,30.522,14,
01/May/1998:18:25:43,894039943,56.028,13,
01/May/1998:18:25:44,894039944,93.405,22,
01/May/1998:18:25:45,894039945,26.143,16,
01/May/1998:18:25:46,894039946,54.609,20,
01/May/1998:18:25:47,894039947,66.212,21,
01/May/1998:18:25:48,894039948,99.676,15,
01/May/1998:18:25:49,894039949,34.434,8,
01/May/1998:18:25:50,894039950,57.423,16,
01/May/1998:18:25:51,894039951,149.662,20,
01/May/1998:18:25:52,894039952,44.669,12,
01/May/1998:18:25:53,894039953,39.735,13,
01/May/1998:18:25:54,894039954,98.849,26,
01/May/1998:18:25:55,894039955,99.821,32,
01/May/1998:18:25:56,894039956,40.349,21,
01/May/1998:18:25:57,894039957,116.986,35,
01/May/1998:18:25:58,894039958,104.652,36,
01/May/1998:18:25:59,894039959,111.273,30,
01/May/1998:18:26:00,894039960,113.717,34,
01/May/1998:18:26:01,894039961,47.79,23,
01/May/1998:18:26:02,894039962,131.269,32,
01/May/1998:18:26:03,894039963,125.09,16,
01/May/1998:18:26:04,894039964,33.071,25,
01/May/1998:18:26:05,894039965,51.933,18,
01/May/1998:18:26:06,894039966,41.369,23,
01/May/1998:18:26:07,894039967,100.014,23,
01/May/1998:18:26:08,894039968,1497.688,24,
01/May/1998:18:26:09,894039969,19.9,17,
01/May/1998:18:26:10,894039970,18.039,11,
01/May/1998:18:26:11,894039971,135.321,17,
01/May/1998:18:26:12,894039972,59.843,20,
01/May/1998:18:26:13,894039973,29.58,20,
01/May/1998:18:26:14,894039974,201.484,28,
01/May/1998:18:26:15,894039975,63.101,16,
01/May/1998:18:26:16,894039976,90.227,18,
01/May/1998:18:26:17,894039977,74.348,25,
01/May/1998:18:26:18,894039978,156.618,22,
01/May/1998:18:26:19,894039979,116.879,29,
01/May/1998:18:26:20,894039980,70.673,22,
01/May/1998:18:26:21,894039981,71.819,17,
01/May/1998:18:26:22,894039982,89.941,24,
01/May/1998:18:26:23,894039983,186.988,26,
01/May/1998:18:26:24,894039984,104.786,33,
01/May/1998:18:26:25,894039985,138.893,24,
01/May/1998:18:26:26,894039986,125.904,16,
01/May/1998:18:26:27,894039987,118.687,29,
01/May/1998:18:26:28,894039988,86.071,16,
01/May/1998:18:26:29,894039989,97.291,18,
01/May/1998:18:26:30,894039990,28.836,10,
01/May/1998:18:26:31,894039991,19.704,15,
01/May/1998:18:26:32,894039992,138.191,35,
01/May/1998:18:26:33,894039993,30.784,17,
01/May/1998:18:26:34,894039994,37.808,22,
01/May/1998:18:26:35,894039995,1308.438,13,
01/May/1998:18:26:36,894039996,58.746,16,
01/May/1998:18:26:37,894039997,72.763,16,
01/May/1998:18:26:38,894039998,108.027,24,
01/May/1998:18:26:39,894039999,79.776,32,
01/May/1998:18:26:40,894040000,59.886,18,
01/May/1998:18:26:41,894040001,137.621,14,
01/May/1998:18:26:42,894040002,153.813,28,
01/May/1998:18:26:43,894040003,1553.52,20,
01/May/1998:18:26:44,894040004,101.697,23,
01/May/1998:18:26:45,894040005,33.242,20,
01/May/1998:18:26:46,894040006,136.11,31,
01/May/1998:18:26:47,894040007,110.816,20,
01/May/1998:18:26:48,894040008,68.529,19,
01/May/1998:18:26:49,894040009,183.495,22,
01/May/1998:18:26:50,894040010,73.853,23,
01/May/1998:18:26:51,894040011,132.757,28,
01/May/1998:18:26:52,894040012,50.321,16,
01/May/1998:18:26:53,894040013,31.995,16,
01/May/1998:18:26:54,894040014,158.167,25,
01/May/1998:18:26:55,894040015,105.136,29,
01/May/1998:18:26:56,894040016,25.782,18,
01/May/1998:18:26:57,894040017,97.207,24,
01/May/1998:18:26:58,894040018,186.067,23,
01/May/1998:18:26:59,894040019,77.641,19,
01/May/1998:18:27:00,894040020,20.753,13,
01/May/1998:18:27:01,894040021,44.03,9,
01/May/1998:18:27:02,894040022,45.462,16,
01/May/1998:18:27:03,894040023,94.604,22,
01/May/1998:18:27:04,894040024,45.856,28,
01/May/1998:18:27:05,894040025,83.892,26,
01/May/1998:18:27:06,894040026,62.445,28,
01/May/1998:18:27:07,894040027,86.321,19,
01/May/1998:18:27:08,894040028,5.69,11,
01/May/1998:18:27:09,894040029,73.851,22,
01/May/1998:18:27:10,894040030,2095.847,25,
01/May/1998:18:27:11,894040031,80.165,24,
01/May/1998:18:27:12,894040032,99.047,18,
01/May/1998:18:27:13,894040033,44.74,15,
01/May/1998:18:27:14,894040034,82.764,26,
01/May/1998:18:27:15,894040035,66.256,17,
01/May/1998:18:27:16,894040036,2111.046,15,
01/May/1998:18:27:17,894040037,122.506,19,
01/May/1998:18:27:18,894040038,75.448,24,
01/May/1998:18:27:19,894040039,15.425,18,
01/May/1998:18:27:20,894040040,28.582,26,
01/May/1998:18:27:21,894040041,85.414,22,
01/May/1998:18:27:22,894040042,59.304,27,
01/May/1998:18:27:23,894040043,121.473,34,
01/May/1998:18:27:24,894040044,35.949,26,
01/May/1998:18:27:25,894040045,103.893,24,
01/May/1998:18:27:26,894040046,23.548,20,
01/May/1998:18:27:27,894040047,63.566,27,
01/May/1998:18:27:28,894040048,111.96,25,
01/May/1998:18:27:29,894040049,63.701,21,
01/May/1998:18:27:30,894040050,100.778,25,
01/May/1998:18:27:31,894040051,145.727,30,
01/May/1998:18:27:32,894040052,72.26,27,
01/May/1998:18:27:33,894040053,221.086,26,
01/May/1998:18:27:34,894040054,66.589,14,
01/May/1998:18:27:35,894040055,188.102,37,
01/May/1998:18:27:36,894040056,10.941,10,
01/May/1998:18:27:37,894040057,27.734,12,
01/May/1998:18:27:38,894040058,65.233,22,
01/May/1998:18:27:39,894040059,178.986,27,
01/May/1998:18:27:40,894040060,53.098,25,
01/May/1998:18:27:41,894040061,43.293,21,
01/May/1998:18:27:42,894040062,115.65,25,
01/May/1998:18:27:43,894040063,140.633,22,
01/May/1998:18:27:44,894040064,4.3,6,
01/May/1998:18:27:45,894040065,106.638,22,
01/May/1998:18:27:46,894040066,14.18,12,
01/May/1998:18:27:47,894040067,187.313,33,
01/May/1998:18:27:48,894040068,108.949,23,
01/May/1998:18:27:49,894040069,40.921,15,
01/May/1998:18:27:50,894040070,98.981,17,
